product_id;category;sub_category;product_name;price
TEC-MA-10002927;Technology;Machines;Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier;3991.98
TEC-AC-10000892;Technology;Accessories;NETGEAR N750 Dual Band Wi-Fi Gigabit Router;270
OFF-FA-10000624;Office Supplies;Fasteners;OIC Binder Clips;7.16
TEC-AC-10001908;Technology;Accessories;Logitech Wireless Headset h800;99.99
FUR-FU-10001967;Furniture;Furnishings;Telescoping Adjustable Floor Lamp;8
TEC-PH-10003645;Technology;Phones;Aastra 57i VoIP phone;161.61
OFF-ST-10000675;Office Supplies;Storage;File Shuttle II and Handi-File, Black;54.22
FUR-CH-10003312;Furniture;Chairs;Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs;449.57
OFF-LA-10001074;Office Supplies;Labels;Round Specialty Laser Printer Labels;30.07
OFF-BI-10001524;Office Supplies;Binders;GBC Premium Transparent Covers with Diagonal Lined Pattern;16.78
TEC-PH-10004614;Technology;Phones;AT&T 841000 Phone;82.8
OFF-BI-10001153;Office Supplies;Binders;Ibico Recycled Grain-Textured Covers;20.72
OFF-BI-10001982;Office Supplies;Binders;Wilson Jones Custom Binder Spines & Labels;3.26
OFF-BI-10001922;Office Supplies;Binders;Storex Dura Pro Binders;1.19
TEC-CO-10001449;Technology;Copiers;Hewlett Packard LaserJet 3310 Copier;959.98
OFF-BI-10004140;Office Supplies;Binders;Avery Non-Stick Binders;0.9
OFF-BI-10003314;Office Supplies;Binders;Tuff Stuff Recycled Round Ring Binders;1.93
FUR-TA-10004575;Furniture;Tables;Hon 5100 Series Wood Tables;523.76
OFF-FA-10000490;Office Supplies;Fasteners;"OIC Binder Clips, Mini, 1/4"" Capacity, Black";1.24
OFF-AR-10000122;Office Supplies;Art;Newell 314;5.58
TEC-PH-10000702;Technology;Phones;"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White";7.99
OFF-AR-10001374;Office Supplies;Art;BIC Brite Liner Highlighters, Chisel Tip;10.37
OFF-PA-10001970;Office Supplies;Paper;Xerox 1881;12.28
OFF-BI-10002160;Office Supplies;Binders;Acco Hanging Data Binders;2.29
OFF-BI-10004995;Office Supplies;Binders;GBC DocuBind P400 Electric Binding System;1088.79
FUR-BO-10002268;Furniture;Bookcases;Sauder Barrister Bookcases;145.76
OFF-EN-10001137;Office Supplies;Envelopes;#10 Gummed Flap White Envelopes, 100/Box;6.61
OFF-AR-10002399;Office Supplies;Art;Dixon Prang Watercolor Pencils, 10-Color Set with Brush;3.41
OFF-PA-10002713;Office Supplies;Paper;Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”;13.76
OFF-AP-10001124;Office Supplies;Appliances;Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection;647.84
OFF-LA-10001158;Office Supplies;Labels;"Avery Address/Shipping Labels for Typewriters, 4"" x 2""";16.56
FUR-CH-10000785;Furniture;Chairs;Global Ergonomic Managers Chair;144.78
OFF-AR-10003732;Office Supplies;Art;Newell 333;2.78
FUR-FU-10000023;Furniture;Furnishings;Eldon Wave Desk Accessories;4.71
OFF-BI-10002412;Office Supplies;Binders;Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders;5.8
OFF-SU-10001225;Office Supplies;Supplies;Staple remover;2.94
OFF-ST-10002406;Office Supplies;Storage;Pizazz Global Quick File;14.97
OFF-PA-10002036;Office Supplies;Paper;Xerox 1930;10.37
OFF-ST-10002205;Office Supplies;Storage;File Shuttle I and Handi-File;53.42
TEC-AC-10003911;Technology;Accessories;NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router;159.99
OFF-AR-10000658;Office Supplies;Art;Newell 324;9.24
TEC-AC-10002076;Technology;Accessories;Microsoft Natural Keyboard Elite;47.9
OFF-PA-10003039;Office Supplies;Paper;Xerox 1960;61.96
FUR-TA-10004915;Furniture;Tables;"Office Impressions End Table, 20-1/2""H x 24""W x 20""D";607.52
OFF-AP-10000696;Office Supplies;Appliances;Holmes Odor Grabber;5.77
OFF-ST-10003327;Office Supplies;Storage;Akro-Mils 12-Gallon Tote;19.86
OFF-BI-10000309;Office Supplies;Binders;"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black";12.18
OFF-PA-10004734;Office Supplies;Paper;Southworth Structures Collection;21.84
OFF-BI-10002225;Office Supplies;Binders;"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""";12.38
TEC-AC-10004708;Technology;Accessories;Sony 32GB Class 10 Micro SDHC R40 Memory Card;41.9
FUR-TA-10000617;Furniture;Tables;Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal;364.08
TEC-AC-10002335;Technology;Accessories;Logitech Media Keyboard K200;69.98
TEC-MA-10001681;Technology;Machines;Lexmark MarkNet N8150 Wireless Print Server;241.17
FUR-FU-10001935;Furniture;Furnishings;3M Hangers With Command Adhesive;2.96
OFF-AR-10004757;Office Supplies;Art;Crayola Colored Pencils;2.62
OFF-BI-10000050;Office Supplies;Binders;Angle-D Binders with Locking Rings, Label Holders;2.92
TEC-PH-10003012;Technology;Phones;Nortel Meridian M3904 Professional Digital phone;246.38
TEC-CO-10002313;Technology;Copiers;Canon PC1080F Personal Copier;599.99
OFF-BI-10003982;Office Supplies;Binders;Wilson Jones Century Plastic Molded Ring Binders;12.46
OFF-BI-10004492;Office Supplies;Binders;Tuf-Vin Binders;6.32
OFF-ST-10000798;Office Supplies;Storage;2300 Heavy-Duty Transfer File Systems by Perma;49.96
OFF-PA-10002552;Office Supplies;Paper;Xerox 1958;12.96
OFF-SU-10002573;Office Supplies;Supplies;"Acme 10"" Easy Grip Assistive Scissors";28.05
OFF-ST-10001580;Office Supplies;Storage;Super Decoflex Portable Personal File;14.98
OFF-ST-10000934;Office Supplies;Storage;"Contico 72""H Heavy-Duty Storage System";81.96
TEC-AC-10000158;Technology;Accessories;Sony 64GB Class 10 Micro SDHC R40 Memory Card;57.58
OFF-PA-10001947;Office Supplies;Paper;Xerox 1974;9.57
OFF-AR-10003478;Office Supplies;Art;Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack;16.28
OFF-AP-10004249;Office Supplies;Appliances;Staple holder;2.39
TEC-CO-10004115;Technology;Copiers;Sharp AL-1530CS Digital Copier;1199.98
OFF-PA-10003724;Office Supplies;Paper;Wirebound Message Book, 4 per Page;10.86
FUR-TA-10002041;Furniture;Tables;Bevis Round Conference Table Top, X-Base;215.15
OFF-PA-10002893;Office Supplies;Paper;"Wirebound Service Call Books, 5 1/2"" x 4""";9.68
OFF-LA-10003766;Office Supplies;Labels;Self-Adhesive Removable Labels;3.15
OFF-PA-10001970;Office Supplies;Paper;Xerox 1908;12.28
FUR-BO-10001972;Furniture;Bookcases;O'Sullivan 4-Shelf Bookcase in Odessa Pine;72.59
FUR-CH-10003956;Furniture;Chairs;Novimex High-Tech Fabric Mesh Task Chair;70.98
OFF-PA-10000157;Office Supplies;Paper;Xerox 191;19.98
OFF-AR-10004344;Office Supplies;Art;Bulldog Vacuum Base Pencil Sharpener;35.97
FUR-CH-10004886;Furniture;Chairs;Bevis Steel Folding Chairs;230.28
OFF-PA-10003845;Office Supplies;Paper;Xerox 1987;5.78
OFF-AR-10001573;Office Supplies;Art;American Pencil;4.66
OFF-EN-10000483;Office Supplies;Envelopes;White Envelopes, White Envelopes with Clear Poly Window;15.25
TEC-AC-10004114;Technology;Accessories;KeyTronic 6101 Series - Keyboard - Black;163.96
FUR-FU-10004712;Furniture;Furnishings;Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black;28.28
OFF-ST-10000918;Office Supplies;Storage;Crate-A-Files;8.72
FUR-CH-10000015;Furniture;Chairs;Hon Multipurpose Stacking Arm Chairs;866.4
FUR-FU-10003347;Furniture;Furnishings;Coloredge Poster Frame;28.4
OFF-BI-10001543;Office Supplies;Binders;GBC VeloBinder Manual Binding System;21.59
TEC-MA-10000029;Technology;Machines;Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner;69.99
OFF-AR-10000369;Office Supplies;Art;Design Ebony Sketching Pencil;2.78
OFF-BI-10004584;Office Supplies;Binders;GBC ProClick 150 Presentation Binding System;189.59
OFF-ST-10000617;Office Supplies;Storage;Woodgrain Magazine Files by Perma;4.77
OFF-ST-10003306;Office Supplies;Storage;Letter Size Cart;114.29
OFF-BI-10000773;Office Supplies;Binders;Insertable Tab Post Binder Dividers;3.21
TEC-AC-10002600;Technology;Accessories;Belkin QODE FastFit Bluetooth Keyboard;247.8
TEC-MA-10002937;Technology;Machines;Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner;1007.98
OFF-PA-10002230;Office Supplies;Paper;Xerox 1897;7.97
FUR-CH-10003396;Furniture;Chairs;Global Deluxe Steno Chair;61.58
FUR-FU-10000246;Furniture;Furnishings;Aluminum Document Frame;12.22
OFF-ST-10000060;Office Supplies;Storage;Fellowes Bankers Box Staxonsteel Drawer File/Stacking System;51.98
OFF-ST-10003058;Office Supplies;Storage;Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays;70.95
OFF-PA-10002222;Office Supplies;Paper;"Xerox Color Copier Paper, 11"" x 17"", Ream";45.68
FUR-CH-10002372;Furniture;Chairs;Office Star - Ergonomically Designed Knee Chair;56.69
OFF-LA-10001317;Office Supplies;Labels;Avery 520;2.52
FUR-FU-10000206;Furniture;Furnishings;GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs;2.33
OFF-AR-10000588;Office Supplies;Art;Newell 345;39.68
OFF-ST-10001469;Office Supplies;Storage;Fellowes Bankers Box Recycled Super Stor/Drawer;129.55
OFF-AR-10001953;Office Supplies;Art;Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;70.37
OFF-AR-10003156;Office Supplies;Art;50 Colored Long Pencils;10.16
OFF-AR-10004974;Office Supplies;Art;Newell 342;9.84
TEC-PH-10002365;Technology;Phones;Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S;8.78
OFF-ST-10000142;Office Supplies;Storage;Deluxe Rollaway Locking File with Drawer;332.7
TEC-AC-10001772;Technology;Accessories;Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive;63.88
FUR-CH-10000225;Furniture;Chairs;Global Geo Office Task Chair, Gray;56.69
FUR-CH-10002331;Furniture;Chairs;Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms;569.57
OFF-EN-10001415;Office Supplies;Envelopes;Staple envelope;4.46
OFF-AP-10002472;Office Supplies;Appliances;3M Office Air Cleaner;103.92
TEC-AC-10004571;Technology;Accessories;Logitech G700s Rechargeable Gaming Mouse;79.99
OFF-BI-10001098;Office Supplies;Binders;Acco D-Ring Binder w/DublLock;4.28
FUR-TA-10001889;Furniture;Tables;Bush Advantage Collection Racetrack Conference Table;254.53
OFF-BI-10000315;Office Supplies;Binders;Poly Designer Cover & Back;3.8
OFF-SU-10003505;Office Supplies;Supplies;Premier Electric Letter Opener;185.38
OFF-AP-10002578;Office Supplies;Appliances;Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote;19.57
FUR-BO-10002824;Furniture;Bookcases;Bush Mission Pointe Library;205.33
OFF-BI-10002194;Office Supplies;Binders;Cardinal Hold-It CD Pocket;4.79
OFF-PA-10004071;Office Supplies;Paper;Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box;55.48
OFF-ST-10002743;Office Supplies;Storage;SAFCO Boltless Steel Shelving;227.28
FUR-BO-10001601;Furniture;Bookcases;Sauder Mission Library with Doors, Fruitwood Finish;89.07
TEC-PH-10002680;Technology;Phones;Samsung Galaxy Note 3;659.97
OFF-ST-10001321;Office Supplies;Storage;Decoflex Hanging Personal Folder File, Blue;15.42
OFF-PA-10001509;Office Supplies;Paper;"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""";44.75
OFF-PA-10003465;Office Supplies;Paper;Xerox 1912;30.35
TEC-PH-10000149;Technology;Phones;Cisco SPA525G2 IP Phone - Wireless;31.92
OFF-AR-10003045;Office Supplies;Art;Prang Colored Pencils;5.88
OFF-ST-10000689;Office Supplies;Storage;Fellowes Strictly Business Drawer File, Letter/Legal Size;338.04
TEC-AC-10001445;Technology;Accessories;Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink;9.09
TEC-AC-10002567;Technology;Accessories;Logitech G602 Wireless Gaming Mouse;127.98
OFF-LA-10003923;Office Supplies;Labels;Alphabetical Labels for Top Tab Filing;23.68
FUR-BO-10001337;Furniture;Bookcases;O'Sullivan Living Dimensions 2-Shelf Bookcases;102.83
TEC-PH-10001924;Technology;Phones;iHome FM Clock Radio with Lightning Dock;55.99
TEC-PH-10001363;Technology;Phones;Apple iPhone 5S;569.99
TEC-PH-10000376;Technology;Phones;Square Credit Card Reader;7.99
TEC-AC-10000303;Technology;Accessories;Logitech M510 Wireless Mouse;63.98
OFF-ST-10001809;Office Supplies;Storage;Fellowes Officeware Wire Shelving;143.73
OFF-EN-10003845;Office Supplies;Envelopes;Colored Envelopes;7.38
TEC-AC-10000991;Technology;Accessories;Sony Micro Vault Click 8 GB USB 2.0 Flash Drive;93.98
FUR-TA-10001857;Furniture;Tables;Balt Solid Wood Rectangular Table;174.06
OFF-EN-10001434;Office Supplies;Envelopes;Strathmore #10 Envelopes, Ultimate White;105.42
OFF-BI-10002498;Office Supplies;Binders;Clear Mylar Reinforcing Strips;5.61
FUR-FU-10004864;Furniture;Furnishings;"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock";9.66
FUR-FU-10000073;Furniture;Furnishings;Deflect-O Glasstique Clear Desk Accessories;24.64
OFF-BI-10001670;Office Supplies;Binders;Vinyl Sectional Post Binders;15.08
OFF-BI-10001658;Office Supplies;Binders;GBC Standard Therm-A-Bind Covers;4.98
FUR-CH-10001215;Furniture;Chairs;Global Troy Executive Leather Low-Back Tilter;701.37
OFF-BI-10000831;Office Supplies;Binders;Storex Flexible Poly Binders with Double Pockets;2.38
OFF-PA-10000357;Office Supplies;Paper;White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11;32.79
OFF-AR-10001662;Office Supplies;Art;Rogers Handheld Barrel Pencil Sharpener;2.74
OFF-AR-10003856;Office Supplies;Art;Newell 344;5.56
OFF-ST-10001228;Office Supplies;Storage;Personal File Boxes with Fold-Down Carry Handle;15.58
OFF-BI-10003527;Office Supplies;Binders;Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind;762.59
FUR-FU-10001290;Furniture;Furnishings;Executive Impressions Supervisor Wall Clock;67.36
TEC-AC-10002399;Technology;Accessories;SanDisk Cruzer 32 GB USB Flash Drive;15.22
OFF-AR-10003811;Office Supplies;Art;Newell 327;6.63
OFF-AR-10001246;Office Supplies;Art;Newell 317;5.88
TEC-CO-10003236;Technology;Copiers;Canon Image Class D660 Copier;959.98
OFF-ST-10004507;Office Supplies;Storage;Advantus Rolling Storage Box;13.72
OFF-PA-10001667;Office Supplies;Paper;Great White Multi-Use Recycled Paper (20Lb. and 84 Bright);5.98
OFF-ST-10004459;Office Supplies;Storage;Tennsco Single-Tier Lockers;375.34
OFF-ST-10000736;Office Supplies;Storage;Carina Double Wide Media Storage Towers in Natural & Black;64.78
OFF-BI-10000285;Office Supplies;Binders;XtraLife ClearVue Slant-D Ring Binders by Cardinal;3.14
TEC-PH-10003555;Technology;Phones;Motorola HK250 Universal Bluetooth Headset;36.78
TEC-AC-10003832;Technology;Accessories;Imation 16GB Mini TravelDrive USB 2.0 Flash Drive;66.26
OFF-FA-10002815;Office Supplies;Fasteners;Staples;7.1
FUR-CH-10003379;Furniture;Chairs;Global Commerce Series High-Back Swivel/Tilt Chairs;398.97
OFF-ST-10004963;Office Supplies;Storage;Eldon Gobal File Keepers;15.14
OFF-SU-10002881;Office Supplies;Supplies;Martin Yale Chadless Opener Electric Letter Opener;666.25
OFF-EN-10001335;Office Supplies;Envelopes;White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes;21.88
FUR-CH-10000595;Furniture;Chairs;Safco Contoured Stacking Chairs;190.72
FUR-FU-10000448;Furniture;Furnishings;Tenex Chairmats For Use With Carpeted Floors;31.96
TEC-PH-10000984;Technology;Phones;Panasonic KX-TG9471B;391.98
OFF-ST-10001325;Office Supplies;Storage;Sterilite Officeware Hinged File Box;8.38
OFF-BI-10002429;Office Supplies;Binders;Premier Elliptical Ring Binder, Black;18.26
OFF-BI-10004528;Office Supplies;Binders;Cardinal Poly Pocket Divider Pockets for Ring Binders;2.69
OFF-AP-10001271;Office Supplies;Appliances;Eureka The Boss Cordless Rechargeable Stick Vac;81.57
FUR-CH-10002647;Furniture;Chairs;Situations Contoured Folding Chairs, 4/Set;63.88
TEC-AC-10001432;Technology;Accessories;Enermax Aurora Lite Keyboard;78.15
TEC-PH-10002262;Technology;Phones;LG Electronics Tone+ HBS-730 Bluetooth Headset;119.02
TEC-AC-10001465;Technology;Accessories;SanDisk Cruzer 64 GB USB Flash Drive;36.32
TEC-PH-10002597;Technology;Phones;Xblue XB-1670-86 X16 Small Office Telephone - Titanium;100.79
FUR-FU-10000723;Furniture;Furnishings;Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting;66.11
OFF-BI-10000404;Office Supplies;Binders;Avery Printable Repositionable Plastic Tabs;1.72
OFF-PA-10002986;Office Supplies;Paper;Xerox 1898;10.69
OFF-SU-10001935;Office Supplies;Supplies;Staple remover;1.74
FUR-CH-10002024;Furniture;Chairs;HON 5400 Series Task Chairs for Big and Tall;981.37
FUR-FU-10003039;Furniture;Furnishings;"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock";34.5
OFF-FA-10004248;Office Supplies;Fasteners;Advantus T-Pin Paper Clips;7.22
OFF-ST-10001780;Office Supplies;Storage;Tennsco 16-Compartment Lockers with Coat Rack;1036.62
OFF-AR-10003560;Office Supplies;Art;Zebra Zazzle Fluorescent Highlighters;9.73
OFF-LA-10001297;Office Supplies;Labels;Avery 473;20.7
FUR-TA-10004256;Furniture;Tables;Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables;626.1
OFF-PA-10003441;Office Supplies;Paper;Xerox 226;12.96
OFF-BI-10000069;Office Supplies;Binders;GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb;4.5
OFF-AP-10003914;Office Supplies;Appliances;Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts;13
FUR-FU-10004020;Furniture;Furnishings;Advantus Panel Wall Acrylic Frame;5.47
OFF-FA-10003467;Office Supplies;Fasteners;Alliance Big Bands Rubber Bands, 12/Pack;3.96
TEC-PH-10002496;Technology;Phones;Cisco SPA301;124.79
OFF-PA-10004530;Office Supplies;Paper;Personal Creations Ink Jet Cards and Labels;22.96
OFF-BI-10001107;Office Supplies;Binders;GBC White Gloss Covers, Plain Front;2.9
OFF-PA-10004451;Office Supplies;Paper;Xerox 222;10.37
FUR-CH-10004997;Furniture;Chairs;Hon Every-Day Series Multi-Task Chairs;451.15
TEC-PH-10000347;Technology;Phones;Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple;2.97
OFF-AR-10003394;Office Supplies;Art;Newell 332;8.82
OFF-PA-10001450;Office Supplies;Paper;Rediform S.O.S. Phone Message Books;19.92
OFF-SU-10001574;Office Supplies;Supplies;Acme Value Line Scissors;2.92
FUR-FU-10001475;Furniture;Furnishings;"Contract Clock, 14"", Brown";8.79
OFF-SU-10004498;Office Supplies;Supplies;Martin-Yale Premier Letter Opener;10.3
TEC-PH-10000586;Technology;Phones;AT&T SB67148 SynJ;105.58
OFF-BI-10002764;Office Supplies;Binders;Recycled Pressboard Report Cover with Reinforced Top Hinge;1.94
OFF-LA-10003930;Office Supplies;Labels;Dot Matrix Printer Tape Reel Labels, White, 5000/Box;196.62
TEC-PH-10003800;Technology;Phones;i.Sound Portable Power - 8000 mAh;52.99
OFF-PA-10002005;Office Supplies;Paper;Xerox 225;12.96
OFF-PA-10004101;Office Supplies;Paper;Xerox 1894;10.37
OFF-AR-10004078;Office Supplies;Art;Newell 312;4.67
OFF-AP-10004708;Office Supplies;Appliances;Fellowes Superior 10 Outlet Split Surge Protector;15.22
FUR-FU-10001979;Furniture;Furnishings;Dana Halogen Swing-Arm Architect Lamp;32.78
OFF-SU-10004115;Office Supplies;Supplies;Acme Stainless Steel Office Snips;7.27
TEC-PH-10001425;Technology;Phones;Mophie Juice Pack Helium for iPhone;143.98
TEC-PH-10003963;Technology;Phones;GE 2-Jack Phone Line Splitter;494.38
OFF-ST-10001490;Office Supplies;Storage;Hot File 7-Pocket, Floor Stand;142.78
OFF-PA-10002120;Office Supplies;Paper;Xerox 1889;109.92
OFF-BI-10000848;Office Supplies;Binders;Angle-D Ring Binders;1.64
TEC-PH-10003092;Technology;Phones;Motorola L804;36.79
OFF-LA-10004345;Office Supplies;Labels;Avery 493;9.82
OFF-PA-10001204;Office Supplies;Paper;Xerox 1972;8.45
TEC-PH-10004667;Technology;Phones;Cisco 8x8 Inc. 6753i IP Business Phone System;134.99
OFF-BI-10002949;Office Supplies;Binders;Prestige Round Ring Binders;1.82
FUR-FU-10003849;Furniture;Furnishings;DAX Metal Frame, Desktop, Stepped-Edge;16.19
FUR-FU-10000010;Furniture;Furnishings;DAX Value U-Channel Document Frames, Easel Back;1.99
OFF-BI-10002824;Office Supplies;Binders;Recycled Easel Ring Binders;8.95
TEC-PH-10002538;Technology;Phones;Grandstream GXP1160 VoIP phone;37.91
OFF-BI-10002103;Office Supplies;Binders;Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl;5.21
FUR-CH-10004853;Furniture;Chairs;Global Manager's Adjustable Task Chair, Storm;120.78
OFF-AP-10000179;Office Supplies;Appliances;Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room;370.14
OFF-ST-10001272;Office Supplies;Storage;Mini 13-1/2 Capacity Data Binder Rack, Pearl;104.7
FUR-FU-10000221;Furniture;Furnishings;Master Caster Door Stop, Brown;6.1
OFF-AP-10001563;Office Supplies;Appliances;Belkin Premiere Surge Master II 8-outlet surge protector;19.43
OFF-BI-10000605;Office Supplies;Binders;"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red";3.05
OFF-ST-10001963;Office Supplies;Storage;Tennsco Regal Shelving Units;243.38
TEC-AC-10001267;Technology;Accessories;Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...;47.92
TEC-PH-10002103;Technology;Phones;Jabra SPEAK 410;150.38
TEC-AC-10002857;Technology;Accessories;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack;17.88
FUR-CH-10001482;Furniture;Chairs;Office Star - Mesh Screen back chair with Vinyl seat;117.88
OFF-BI-10001989;Office Supplies;Binders;Premium Transparent Presentation Covers by GBC;12.59
OFF-AP-10003287;Office Supplies;Appliances;Tripp Lite TLP810NET Broadband Surge for Modem/Fax;20.39
OFF-BI-10004728;Office Supplies;Binders;Wilson Jones Turn Tabs Binder Tool for Ring Binders;2.89
FUR-FU-10000732;Furniture;Furnishings;Eldon 200 Class Desk Accessories;12.56
OFF-ST-10000585;Office Supplies;Storage;Economy Rollaway Files;132.16
OFF-LA-10002787;Office Supplies;Labels;Avery 480;3.75
OFF-PA-10001934;Office Supplies;Paper;Xerox 1993;5.18
OFF-AP-10002457;Office Supplies;Appliances;Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red;62.79
OFF-FA-10003112;Office Supplies;Fasteners;Staples;7.89
OFF-AP-10002350;Office Supplies;Appliances;Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector;30.14
TEC-AC-10001142;Technology;Accessories;First Data FD10 PIN Pad;252.8
TEC-AC-10001101;Technology;Accessories;Sony 16GB Class 10 Micro SDHC R40 Memory Card;10.31
OFF-AP-10002439;Office Supplies;Appliances;Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge;70.97
OFF-BI-10002827;Office Supplies;Binders;Avery Durable Poly Binders;3.32
OFF-EN-10002230;Office Supplies;Envelopes;Airmail Envelopes;134.29
OFF-ST-10001511;Office Supplies;Storage;Space Solutions Commercial Steel Shelving;129.3
OFF-SU-10004231;Office Supplies;Supplies;Acme Tagit Stainless Steel Antibacterial Scissors;23.76
TEC-PH-10004042;Technology;Phones;ClearOne Communications CHAT 70 OC Speaker Phone;158.99
FUR-FU-10003096;Furniture;Furnishings;Master Giant Foot Doorstop, Safety Yellow;22.77
FUR-FU-10002759;Furniture;Furnishings;12-1/2 Diameter Round Wall Clock;23.98
FUR-TA-10000688;Furniture;Tables;Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base;108.93
OFF-PA-10002377;Office Supplies;Paper;"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages";17.04
OFF-AR-10001954;Office Supplies;Art;Newell 331;11.74
OFF-AP-10004532;Office Supplies;Appliances;Kensington 6 Outlet Guardian Standard Surge Protector;61.44
OFF-PA-10002137;Office Supplies;Paper;Southworth 100% Résumé Paper, 24lb.;7.78
OFF-AP-10000804;Office Supplies;Appliances;Hoover Portapower Portable Vacuum;2.69
TEC-AC-10003614;Technology;Accessories;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack;18.54
FUR-FU-10003553;Furniture;Furnishings;"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock";82.52
OFF-BI-10004632;Office Supplies;Binders;Ibico Hi-Tech Manual Binding System;20.72
OFF-BI-10003305;Office Supplies;Binders;Avery Hanging File Binders;4.78
OFF-ST-10002583;Office Supplies;Storage;Fellowes Neat Ideas Storage Cubes;25.98
TEC-MA-10004125;Technology;Machines;Cubify CubeX 3D Printer Triple Head Print;7999.98
OFF-LA-10001934;Office Supplies;Labels;Avery 516;14.62
FUR-BO-10004015;Furniture;Bookcases;Bush Andora Bookcase, Maple/Graphite Gray Finish;191.98
FUR-FU-10004071;Furniture;Furnishings;Luxo Professional Magnifying Clamp-On Fluorescent Lamps;104.01
OFF-ST-10002444;Office Supplies;Storage;Recycled Eldon Regeneration Jumbo File;24.56
TEC-AC-10002253;Technology;Accessories;Imation Bio 8GB USB Flash Drive Imation Corp;166.24
OFF-PA-10000743;Office Supplies;Paper;Xerox 1977;10.69
OFF-LA-10002312;Office Supplies;Labels;Avery 490;11.84
OFF-LA-10003510;Office Supplies;Labels;Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White;24.42
OFF-AR-10001118;Office Supplies;Art;Binney & Smith Crayola Metallic Crayons, 16-Color Pack;2.7
OFF-BI-10001575;Office Supplies;Binders;GBC Linen Binding Covers;18.59
FUR-FU-10003394;Furniture;Furnishings;"Tenex ""The Solids"" Textured Chair Mats";55.97
FUR-TA-10002774;Furniture;Tables;Laminate Occasional Tables;369.91
OFF-PA-10001800;Office Supplies;Paper;Xerox 220;10.37
OFF-AP-10001469;Office Supplies;Appliances;Fellowes 8 Outlet Superior Workstation Surge Protector;83.42
FUR-BO-10003272;Furniture;Bookcases;O'Sullivan Living Dimensions 5-Shelf Bookcases;176.78
OFF-EN-10001219;Office Supplies;Envelopes;"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes";7.64
OFF-AP-10001154;Office Supplies;Appliances;Bionaire Personal Warm Mist Humidifier/Vaporizer;93.78
TEC-AC-10001606;Technology;Accessories;Logitech Wireless Performance Mouse MX for PC and Mac;99.99
OFF-BI-10003355;Office Supplies;Binders;Cardinal Holdit Business Card Pockets;3.98
FUR-FU-10002253;Furniture;Furnishings;"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock";68.7
